,default,data_uid,duration_in_month,credit_amount,Balance,Payment_Delay,installment_as_income_perc,age,States,Zipcode,Date,GDP,purpose_da,purpose_car,purpose_rep,purpose_bns,purpose_vac,purpose_edu,personal_status_sex_male,personal_status_sex_female,other_debtors_gnt,savings_.. >= 1000 DM ,savings_... < 100 DM,savings_100 <= ... < 500 DM,savings_500 <= ... < 1000 DM ,savings_unknown/ no savings account,present_emp_since_.. >= 7 years,present_emp_since_... < 1 year ,present_emp_since_1 <= ... < 4 years,present_emp_since_4 <= ... < 7 years,present_emp_since_unemployed,property_if not A121 : building society savings agreement/ life insurance,"property_if not A121/A122 : car or other, not in attribute 6",property_real estate,property_unknown / no property,other_installment_plans_bank,other_installment_plans_none,other_installment_plans_stores,housing_for free,housing_own,housing_rent,job_management/ self-employed/ highly qualified employee/ officer,job_skilled employee / official,job_unemployed/ unskilled - non-resident,job_unskilled - resident,foreign_worker_no,foreign_worker_yes
581,0,prj01-ds01-raw-0000582,12,3124,1656,1,1,49,Maryland,20601,6/27/2016,2.05,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
735,0,prj01-ds01-raw-0000736,36,3990,1796,1,3,29,Massachusetts,1001,1/19/2012,2.75,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
806,0,prj01-ds01-raw-0000807,6,590,283,0,3,26,South Dakota,57117,10/14/2015,0.26,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
91,0,prj01-ds01-raw-0000092,12,1409,747,1,4,54,South Carolina,29401,6/8/2010,1.14,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
639,1,prj01-ds01-raw-0000640,42,4370,2622,5,3,26,Nebraska,68001,12/30/2016,0.62,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
857,0,prj01-ds01-raw-0000858,15,3343,1772,0,4,28,South Dakota,57117,7/17/2016,0.26,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
868,0,prj01-ds01-raw-0000869,36,7409,3556,0,3,37,Alaska,99501,7/15/2015,0.27,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
646,0,prj01-ds01-raw-0000647,30,4583,2062,0,2,32,North Dakota,58103,12/1/2015,0.28,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
5,0,prj01-ds01-raw-0000006,36,9055,4346,0,2,35,Colorado,80019,12/16/2013,1.75,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
856,0,prj01-ds01-raw-0000857,10,894,429,0,4,40,South Carolina,29401,8/5/2015,1.14,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
788,1,prj01-ds01-raw-0000789,48,6224,3734,5,4,50,Minnesota,55001,5/24/2016,1.82,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
845,0,prj01-ds01-raw-0000846,21,3976,1908,0,2,35,New Hampshire,3031,2/6/2014,0.42,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
717,0,prj01-ds01-raw-0000718,18,1505,722,0,4,32,Arkansas,71630,3/28/2016,0.65,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
161,0,prj01-ds01-raw-0000162,18,1055,559,1,4,30,District of Columbia,20001,9/16/2013,0.69,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
184,1,prj01-ds01-raw-0000185,18,884,486,3,4,36,New Mexico,87001,5/26/2016,0.51,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
214,0,prj01-ds01-raw-0000215,36,3342,1771,2,4,51,Georgia,30002,1/31/2011,2.85,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
323,0,prj01-ds01-raw-0000324,18,2659,1276,0,4,28,Kentucky,40003,10/16/2010,1.07,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
83,0,prj01-ds01-raw-0000084,24,1755,842,0,4,58,New York,10001,1/2/2015,8.06,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
379,0,prj01-ds01-raw-0000380,6,362,192,0,4,52,Michigan,48002,10/8/2014,2.64,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
641,0,prj01-ds01-raw-0000642,15,1308,628,0,4,38,New Hampshire,3031,5/6/2010,0.42,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
613,0,prj01-ds01-raw-0000614,24,3632,1634,0,1,22,Alaska,99501,2/15/2014,0.27,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
282,0,prj01-ds01-raw-0000283,18,1445,650,0,4,49,Nebraska,68001,11/30/2013,0.62,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
154,0,prj01-ds01-raw-0000155,24,6967,2787,3,4,36,Alaska,99501,1/5/2012,0.27,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
306,0,prj01-ds01-raw-0000307,30,4811,2309,0,2,24,Alabama,35007,6/12/2014,1.11,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
708,0,prj01-ds01-raw-0000709,9,1206,579,0,4,25,Vermont,5001,5/11/2015,0.17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
143,1,prj01-ds01-raw-0000144,18,2462,1345,2,2,22,South Dakota,57117,6/23/2015,0.26,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
458,0,prj01-ds01-raw-0000459,6,1343,645,0,4,27,Wyoming,82601,4/11/2013,0.21,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
203,1,prj01-ds01-raw-0000204,12,902,487,1,4,21,Wyoming,82601,9/21/2011,0.21,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
797,0,prj01-ds01-raw-0000798,12,1258,667,0,2,22,New York,10001,5/19/2015,8.06,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
359,1,prj01-ds01-raw-0000360,30,2406,1323,3,4,23,Arizona,85001,4/1/2012,1.64,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
28,0,prj01-ds01-raw-0000029,7,2415,1159,0,3,34,Nevada,89001,8/28/2016,0.8,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
10,1,prj01-ds01-raw-0000011,12,1295,856,2,3,25,Georgia,30002,11/30/2015,2.85,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
827,1,prj01-ds01-raw-0000828,18,4165,2291,2,2,36,Hawaii,96701,11/11/2016,0.45,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
12,0,prj01-ds01-raw-0000013,12,1567,752,1,1,22,Idaho,83201,1/16/2013,0.36,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
943,0,prj01-ds01-raw-0000944,4,1455,771,0,2,42,Missouri,63102,2/20/2013,1.63,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
553,0,prj01-ds01-raw-0000554,12,1995,1057,0,4,27,Texas,73301,10/27/2014,8.76,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
264,0,prj01-ds01-raw-0000265,10,1231,652,0,3,32,Florida,32004,12/21/2016,5.02,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
31,0,prj01-ds01-raw-0000032,24,4020,1930,0,2,27,New Mexico,87001,1/5/2011,0.51,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
476,0,prj01-ds01-raw-0000477,39,2569,1233,0,4,24,Kentucky,40003,2/19/2013,1.07,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
515,0,prj01-ds01-raw-0000516,6,609,323,0,4,37,Colorado,80019,9/9/2016,1.75,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
34,0,prj01-ds01-raw-0000035,12,1474,708,0,4,33,North Dakota,58103,9/7/2014,0.28,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
52,0,prj01-ds01-raw-0000053,12,1262,606,0,3,25,Alaska,99501,7/30/2010,0.27,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
915,1,prj01-ds01-raw-0000916,48,12848,7066,5,1,32,West Virginia,24811,1/7/2011,0.4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
452,0,prj01-ds01-raw-0000453,12,2759,1242,0,2,34,Utah,84101,7/14/2016,0.85,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
640,1,prj01-ds01-raw-0000641,18,750,413,2,4,27,Nevada,89001,5/2/2011,0.8,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
603,1,prj01-ds01-raw-0000604,36,3349,1842,4,4,28,Tennessee,37010,6/9/2011,1.78,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
595,1,prj01-ds01-raw-0000596,6,931,512,1,1,32,North Dakota,58103,9/16/2010,0.28,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
53,0,prj01-ds01-raw-0000054,18,3378,1621,1,2,31,Arizona,85001,11/24/2014,1.64,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
224,0,prj01-ds01-raw-0000225,15,4657,2235,1,3,30,Maryland,20601,3/14/2014,2.05,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
835,1,prj01-ds01-raw-0000836,12,1082,595,2,4,48,Maine,3901,4/16/2016,0.32,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
372,0,prj01-ds01-raw-0000373,10,2146,1137,1,1,23,Iowa,50001,1/18/2013,0.97,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
592,0,prj01-ds01-raw-0000593,21,1572,755,0,4,36,New Mexico,87001,6/17/2014,0.51,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
463,0,prj01-ds01-raw-0000464,12,754,362,0,4,38,California,90001,8/22/2011,14.1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
873,0,prj01-ds01-raw-0000874,15,874,420,0,4,24,Connecticut,6001,11/1/2012,1.43,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
535,1,prj01-ds01-raw-0000536,21,2319,1275,4,2,33,Missouri,63102,3/26/2014,1.63,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
236,1,prj01-ds01-raw-0000237,6,12555,8963,0,1,23,New York,10001,1/7/2013,8.06,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
391,0,prj01-ds01-raw-0000392,12,983,472,0,1,19,North Dakota,58103,2/7/2010,0.28,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
172,1,prj01-ds01-raw-0000173,24,2064,1238,3,3,34,Maine,3901,11/23/2016,0.32,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
558,1,prj01-ds01-raw-0000559,24,3552,1954,3,3,27,West Virginia,24811,7/20/2014,0.4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
787,0,prj01-ds01-raw-0000788,48,2751,1458,3,4,38,Michigan,48002,8/22/2010,2.64,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
770,0,prj01-ds01-raw-0000771,24,2812,1350,0,2,26,Colorado,80019,6/30/2014,1.75,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
662,0,prj01-ds01-raw-0000663,21,2241,1076,0,4,50,Wyoming,82601,4/3/2014,0.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
939,0,prj01-ds01-raw-0000940,24,6842,3626,2,2,46,Massachusetts,1001,4/3/2010,2.75,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
252,1,prj01-ds01-raw-0000253,30,2150,1150,4,4,24,West Virginia,24811,9/2/2011,0.4,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
281,0,prj01-ds01-raw-0000282,12,1574,756,0,4,50,Montana,59801,10/21/2010,0.25,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
260,0,prj01-ds01-raw-0000261,12,1657,795,0,2,27,Colorado,80019,12/24/2011,1.75,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
565,0,prj01-ds01-raw-0000566,24,1553,621,2,3,23,California,90001,12/26/2015,14.1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
439,1,prj01-ds01-raw-0000440,12,609,335,2,4,26,New Mexico,87001,12/1/2013,0.51,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
219,0,prj01-ds01-raw-0000220,10,1364,655,0,2,64,Iowa,50001,12/21/2016,0.97,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
427,0,prj01-ds01-raw-0000428,18,1149,609,1,4,46,Maine,3901,4/11/2011,0.32,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
588,1,prj01-ds01-raw-0000589,18,1217,669,2,4,47,Nebraska,68001,11/18/2016,0.62,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
510,1,prj01-ds01-raw-0000511,12,759,417,1,4,26,Alabama,35007,2/9/2013,1.11,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
286,0,prj01-ds01-raw-0000287,48,4788,2298,0,4,26,New Mexico,87001,6/28/2013,0.51,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
907,0,prj01-ds01-raw-0000908,36,3711,1781,3,2,27,South Carolina,29401,4/27/2011,1.14,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
917,1,prj01-ds01-raw-0000918,6,14896,8193,0,1,68,Wyoming,82601,5/9/2013,0.21,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
14,0,prj01-ds01-raw-0000015,15,1403,673,0,2,28,Indiana,46001,11/23/2014,1.85,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
560,0,prj01-ds01-raw-0000561,24,2964,1423,0,4,49,Wyoming,82601,12/7/2014,0.21,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
729,0,prj01-ds01-raw-0000730,24,1275,676,1,2,36,Iowa,50001,9/10/2011,0.97,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
331,1,prj01-ds01-raw-0000332,18,1864,1025,3,4,30,Missouri,63102,6/23/2016,1.63,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
459,0,prj01-ds01-raw-0000460,18,4594,2205,0,3,32,Alabama,35007,11/13/2014,1.11,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
398,1,prj01-ds01-raw-0000399,12,1223,673,2,1,46,South Dakota,57117,2/8/2013,0.26,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
78,0,prj01-ds01-raw-0000079,54,9436,4246,0,2,39,Nebraska,68001,10/10/2012,0.62,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
230,1,prj01-ds01-raw-0000231,36,4210,2115,3,4,26,Montana,59801,9/26/2016,0.25,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
388,0,prj01-ds01-raw-0000389,15,2326,1233,1,2,27,New Mexico,87001,7/28/2015,0.51,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
163,0,prj01-ds01-raw-0000164,10,7308,3508,0,2,70,Georgia,30002,9/8/2016,2.85,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
794,0,prj01-ds01-raw-0000795,24,3062,1470,0,4,32,New Hampshire,3031,10/9/2011,0.42,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
70,0,prj01-ds01-raw-0000071,36,8133,3904,0,1,30,Maine,3901,2/4/2015,0.32,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
175,1,prj01-ds01-raw-0000176,30,7485,4117,3,4,53,Michigan,48002,12/20/2015,2.64,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
225,0,prj01-ds01-raw-0000226,36,2613,1176,0,4,27,Massachusetts,1001,3/3/2016,2.75,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
116,1,prj01-ds01-raw-0000117,42,7174,3685,5,4,30,Indiana,46001,7/23/2010,1.85,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
767,0,prj01-ds01-raw-0000768,10,2901,1392,0,1,31,Arizona,85001,2/23/2013,1.64,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
256,0,prj01-ds01-raw-0000257,24,2684,1423,1,4,35,Alaska,99501,1/12/2014,0.27,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
66,0,prj01-ds01-raw-0000067,12,2171,1042,0,2,29,Iowa,50001,7/22/2016,0.97,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
786,0,prj01-ds01-raw-0000787,22,2675,1284,0,3,40,Massachusetts,1001,12/2/2015,2.75,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
125,0,prj01-ds01-raw-0000126,12,2121,1124,1,4,30,Minnesota,55001,1/21/2012,1.82,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
319,0,prj01-ds01-raw-0000320,15,3643,1457,2,1,27,Illinois,60002,8/7/2016,4.29,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
99,0,prj01-ds01-raw-0000100,20,7057,2823,2,3,36,West Virginia,24811,4/19/2012,0.4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
488,0,prj01-ds01-raw-0000489,10,1418,681,0,3,35,New Hampshire,3031,3/7/2010,0.42,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
368,1,prj01-ds01-raw-0000369,36,3446,1895,3,4,42,Hawaii,96701,3/4/2010,0.45,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
247,0,prj01-ds01-raw-0000248,6,1204,542,0,4,35,Texas,73301,12/7/2014,8.76,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
6,0,prj01-ds01-raw-0000007,24,2835,1361,0,3,53,Connecticut,6001,9/23/2014,1.43,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
830,0,prj01-ds01-raw-0000831,24,2375,950,3,4,44,Indiana,46001,3/23/2011,1.85,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
289,1,prj01-ds01-raw-0000290,24,1024,614,3,4,48,North Dakota,58103,5/22/2014,0.28,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
397,0,prj01-ds01-raw-0000398,36,2348,1244,2,3,46,South Carolina,29401,12/6/2010,1.14,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
115,0,prj01-ds01-raw-0000116,48,3578,1896,3,4,47,Illinois,60002,9/12/2016,4.29,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
104,0,prj01-ds01-raw-0000105,12,2445,1174,0,2,26,Arizona,85001,6/13/2016,1.64,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
523,0,prj01-ds01-raw-0000524,24,3488,1674,0,3,23,Illinois,60002,7/12/2016,4.29,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
298,0,prj01-ds01-raw-0000299,18,2515,1207,0,3,43,Texas,73301,9/19/2013,8.76,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
700,1,prj01-ds01-raw-0000701,12,1123,618,1,4,29,Oregon,97201,2/15/2015,1.23,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
404,0,prj01-ds01-raw-0000405,18,2899,1160,2,4,43,Washington,98001,1/4/2011,2.55,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
711,1,prj01-ds01-raw-0000712,6,1198,659,1,4,35,West Virginia,24811,7/5/2012,0.4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
